file_path,model_name,chi2,alpha,teff,logg,fsed,met,plot_color,plot_ms,plot_alpha
/home/dylan/Research/Models/SonoraDiamondback/t1800g1000f8_m+0.5_co1.0.spec,t1800g1000f8_m+0.5_co1.0.spec,27931.009221440094,3.9247492135254773e-22,1800.0,5.0,8,0.5,xkcd:royal blue,P,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1900g1000f8_m-0.5_co1.0.spec,t1900g1000f8_m-0.5_co1.0.spec,39433.50698586462,2.696808677559332e-22,1900.0,5.0,8,-0.5,xkcd:royal blue,P,0.333
/home/dylan/Research/Models/SonoraDiamondback/t900g1000f1_m-0.5_co1.0.spec,t900g1000f1_m-0.5_co1.0.spec,4276.357000223104,2.4115520217635607e-20,900.0,5.0,1,-0.5,xkcd:cherry,P,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1500g3160f3_m-0.5_co1.0.spec,t1500g3160f3_m-0.5_co1.0.spec,21136.662072363702,1.046154607516832e-21,1500.0,5.5,3,-0.5,xkcd:robin's egg,v,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1900g100f1_m0.0_co1.0.spec,t1900g100f1_m0.0_co1.0.spec,30953.734314695877,3.1264447386679463e-22,1900.0,4.0,1,0.0,xkcd:cherry,s,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1700g1000f2_m+0.5_co1.0.spec,t1700g1000f2_m+0.5_co1.0.spec,21616.869615201475,5.810863195390495e-22,1700.0,5.0,2,0.5,xkcd:bright lavender,P,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2000g3160f8_m+0.5_co1.0.spec,t2000g3160f8_m+0.5_co1.0.spec,32361.112803939126,2.3859508132538894e-22,2000.0,5.5,8,0.5,xkcd:royal blue,v,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2300g31f2_m-0.5_co1.0.spec,t2300g31f2_m-0.5_co1.0.spec,38966.08737026417,1.2619180058548096e-22,2300.0,3.5,2,-0.5,xkcd:bright lavender,o,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1200g31f4_m+0.5_co1.0.spec,t1200g31f4_m+0.5_co1.0.spec,25715.042174497954,2.8823471130747077e-21,1200.0,3.5,4,0.5,xkcd:navy green,o,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2000g316f1_m-0.5_co1.0.spec,t2000g316f1_m-0.5_co1.0.spec,35594.83937872052,2.466172463775199e-22,2000.0,4.5,1,-0.5,xkcd:cherry,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1200g31f4_m0.0_co1.0.spec,t1200g31f4_m0.0_co1.0.spec,26859.1319581795,2.327129977976449e-21,1200.0,3.5,4,0.0,xkcd:navy green,o,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1900g3160f3_m-0.5_co1.0.spec,t1900g3160f3_m-0.5_co1.0.spec,36869.44508867125,2.9848057259354013e-22,1900.0,5.5,3,-0.5,xkcd:robin's egg,v,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1000g316f4_m-0.5_co1.0.spec,t1000g316f4_m-0.5_co1.0.spec,51281.53055154113,3.2070130478435583e-21,1000.0,4.5,4,-0.5,xkcd:navy green,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1800g3160f4_m0.0_co1.0.spec,t1800g3160f4_m0.0_co1.0.spec,28062.40351881788,4.1358164639881076e-22,1800.0,5.5,4,0.0,xkcd:navy green,v,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1500g31f8_m+0.5_co1.0.spec,t1500g31f8_m+0.5_co1.0.spec,19826.619939990895,9.242754937863906e-22,1500.0,3.5,8,0.5,xkcd:royal blue,o,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1400g1000f2_m+0.5_co1.0.spec,t1400g1000f2_m+0.5_co1.0.spec,8985.06137214668,1.6805554181198334e-21,1400.0,5.0,2,0.5,xkcd:bright lavender,P,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1500g100f3_m0.0_co1.0.spec,t1500g100f3_m0.0_co1.0.spec,16246.290021912144,1.0520893634886054e-21,1500.0,4.0,3,0.0,xkcd:robin's egg,s,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1600g100nc_m0.0_co1.0.spec,t1600g100nc_m0.0_co1.0.spec,30158.223340337237,5.841048403800186e-22,1600.0,4.0,nc,0.0,xkcd:faded orange,s,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1000g100f4_m-0.5_co1.0.spec,t1000g100f4_m-0.5_co1.0.spec,49949.8565680415,3.504133616775554e-21,1000.0,4.0,4,-0.5,xkcd:navy green,s,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1000g3160f2_m-0.5_co1.0.spec,t1000g3160f2_m-0.5_co1.0.spec,3505.715646353272,1.2305497334344337e-20,1000.0,5.5,2,-0.5,xkcd:bright lavender,v,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1400g316f1_m0.0_co1.0.spec,t1400g316f1_m0.0_co1.0.spec,8365.387308478736,1.697993698582824e-21,1400.0,4.5,1,0.0,xkcd:cherry,d,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2100g316f1_m-0.5_co1.0.spec,t2100g316f1_m-0.5_co1.0.spec,37596.20301277952,1.9100556823009364e-22,2100.0,4.5,1,-0.5,xkcd:cherry,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2400g316f2_m0.0_co1.0.spec,t2400g316f2_m0.0_co1.0.spec,40247.56569809273,1.0395609870500935e-22,2400.0,4.5,2,0.0,xkcd:bright lavender,d,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2100g3160f1_m+0.5_co1.0.spec,t2100g3160f1_m+0.5_co1.0.spec,30738.460849871917,2.128069791401679e-22,2100.0,5.5,1,0.5,xkcd:cherry,v,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1400g31f8_m-0.5_co1.0.spec,t1400g31f8_m-0.5_co1.0.spec,42933.344024103404,8.812934311811752e-22,1400.0,3.5,8,-0.5,xkcd:royal blue,o,0.333
/home/dylan/Research/Models/SonoraDiamondback/t900g31f1_m-0.5_co1.0.spec,t900g31f1_m-0.5_co1.0.spec,21029.681432706722,1.403706573544014e-20,900.0,3.5,1,-0.5,xkcd:cherry,o,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1800g316f1_m-0.5_co1.0.spec,t1800g316f1_m-0.5_co1.0.spec,31201.477960491262,4.0478477856462474e-22,1800.0,4.5,1,-0.5,xkcd:cherry,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1900g31nc_m-0.5_co1.0.spec,t1900g31nc_m-0.5_co1.0.spec,35534.69037529645,2.789757784576033e-22,1900.0,3.5,nc,-0.5,xkcd:faded orange,o,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1900g1000f3_m-0.5_co1.0.spec,t1900g1000f3_m-0.5_co1.0.spec,36476.39150553335,2.9534228242740523e-22,1900.0,5.0,3,-0.5,xkcd:robin's egg,P,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1500g1000f3_m0.0_co1.0.spec,t1500g1000f3_m0.0_co1.0.spec,16926.3000632764,1.0629344391461443e-21,1500.0,5.0,3,0.0,xkcd:robin's egg,P,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1100g3160nc_m0.0_co1.0.spec,t1100g3160nc_m0.0_co1.0.spec,61281.83647701711,1.285568752820555e-21,1100.0,5.5,nc,0.0,xkcd:faded orange,v,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1300g31nc_m-0.5_co1.0.spec,t1300g31nc_m-0.5_co1.0.spec,50975.77530858052,1.003458954757224e-21,1300.0,3.5,nc,-0.5,xkcd:faded orange,o,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2100g31nc_m+0.5_co1.0.spec,t2100g31nc_m+0.5_co1.0.spec,34042.92376870589,1.9711749865531962e-22,2100.0,3.5,nc,0.5,xkcd:faded orange,o,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1900g316f1_m0.0_co1.0.spec,t1900g316f1_m0.0_co1.0.spec,30778.128766201906,3.0569778478817037e-22,1900.0,4.5,1,0.0,xkcd:cherry,d,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2200g3160f2_m0.0_co1.0.spec,t2200g3160f2_m0.0_co1.0.spec,36240.427292515895,1.574392729254257e-22,2200.0,5.5,2,0.0,xkcd:bright lavender,v,0.666
/home/dylan/Research/Models/SonoraDiamondback/t900g3160f4_m+0.5_co1.0.spec,t900g3160f4_m+0.5_co1.0.spec,45178.18567825667,5.596786159275893e-21,900.0,5.5,4,0.5,xkcd:navy green,v,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2300g316f3_m0.0_co1.0.spec,t2300g316f3_m0.0_co1.0.spec,38800.90407555448,1.2518553244935624e-22,2300.0,4.5,3,0.0,xkcd:robin's egg,d,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1700g316f4_m0.0_co1.0.spec,t1700g316f4_m0.0_co1.0.spec,25195.144925126726,5.304747287229762e-22,1700.0,4.5,4,0.0,xkcd:navy green,d,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1500g3160f3_m0.0_co1.0.spec,t1500g3160f3_m0.0_co1.0.spec,16189.22978774123,1.120297886773725e-21,1500.0,5.5,3,0.0,xkcd:robin's egg,v,0.666
/home/dylan/Research/Models/SonoraDiamondback/t900g1000f3_m+0.5_co1.0.spec,t900g1000f3_m+0.5_co1.0.spec,36184.969971199025,7.213338512680085e-21,900.0,5.0,3,0.5,xkcd:robin's egg,P,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2200g3160f8_m+0.5_co1.0.spec,t2200g3160f8_m+0.5_co1.0.spec,36408.960850157986,1.5342437566950898e-22,2200.0,5.5,8,0.5,xkcd:royal blue,v,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2100g1000f1_m+0.5_co1.0.spec,t2100g1000f1_m+0.5_co1.0.spec,33527.2518594273,2.0152045863042973e-22,2100.0,5.0,1,0.5,xkcd:cherry,P,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1200g100nc_m+0.5_co1.0.spec,t1200g100nc_m+0.5_co1.0.spec,44713.26098062645,1.5447007314369335e-21,1200.0,4.0,nc,0.5,xkcd:faded orange,s,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1600g1000f1_m+0.5_co1.0.spec,t1600g1000f1_m+0.5_co1.0.spec,16263.519160227457,8.247667596770232e-22,1600.0,5.0,1,0.5,xkcd:cherry,P,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2300g100f3_m+0.5_co1.0.spec,t2300g100f3_m+0.5_co1.0.spec,38518.24160703232,1.2804605429453289e-22,2300.0,4.0,3,0.5,xkcd:robin's egg,s,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2000g100f8_m-0.5_co1.0.spec,t2000g100f8_m-0.5_co1.0.spec,37649.97587771491,2.2205010683141573e-22,2000.0,4.0,8,-0.5,xkcd:royal blue,s,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1500g31f8_m-0.5_co1.0.spec,t1500g31f8_m-0.5_co1.0.spec,39007.01968172608,6.987968871411823e-22,1500.0,3.5,8,-0.5,xkcd:royal blue,o,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1600g3160f1_m-0.5_co1.0.spec,t1600g3160f1_m-0.5_co1.0.spec,18110.840211763905,8.85388481180415e-22,1600.0,5.5,1,-0.5,xkcd:cherry,v,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1200g316f1_m+0.5_co1.0.spec,t1200g316f1_m+0.5_co1.0.spec,1981.6314043777022,4.053100804639448e-21,1200.0,4.5,1,0.5,xkcd:cherry,d,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1800g100f1_m+0.5_co1.0.spec,t1800g100f1_m+0.5_co1.0.spec,27353.004881001772,4.156181734107654e-22,1800.0,4.0,1,0.5,xkcd:cherry,s,1.0
/home/dylan/Research/Models/SonoraDiamondback/t900g31f8_m0.0_co1.0.spec,t900g31f8_m0.0_co1.0.spec,57608.957231196466,4.390228167143381e-21,900.0,3.5,8,0.0,xkcd:royal blue,o,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2400g100f2_m0.0_co1.0.spec,t2400g100f2_m0.0_co1.0.spec,40111.6702554103,1.0505464870790507e-22,2400.0,4.0,2,0.0,xkcd:bright lavender,s,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1800g1000f1_m0.0_co1.0.spec,t1800g1000f1_m0.0_co1.0.spec,25417.412042710566,4.4099594717019965e-22,1800.0,5.0,1,0.0,xkcd:cherry,P,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1900g31f8_m+0.5_co1.0.spec,t1900g31f8_m+0.5_co1.0.spec,30109.36795325978,3.13126878654958e-22,1900.0,3.5,8,0.5,xkcd:royal blue,o,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2300g1000nc_m0.0_co1.0.spec,t2300g1000nc_m0.0_co1.0.spec,38727.51314337364,1.226938607549532e-22,2300.0,5.0,nc,0.0,xkcd:faded orange,P,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1200g31f3_m-0.5_co1.0.spec,t1200g31f3_m-0.5_co1.0.spec,41319.0294299496,1.878827660609906e-21,1200.0,3.5,3,-0.5,xkcd:robin's egg,o,0.333
/home/dylan/Research/Models/SonoraDiamondback/t900g100f1_m0.0_co1.0.spec,t900g100f1_m0.0_co1.0.spec,12428.798554642812,1.7247719301343962e-20,900.0,4.0,1,0.0,xkcd:cherry,s,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2100g316f4_m-0.5_co1.0.spec,t2100g316f4_m-0.5_co1.0.spec,38510.43619211899,1.8557189312272139e-22,2100.0,4.5,4,-0.5,xkcd:navy green,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1700g31f3_m0.0_co1.0.spec,t1700g31f3_m0.0_co1.0.spec,25325.88417357337,5.410634370779213e-22,1700.0,3.5,3,0.0,xkcd:robin's egg,o,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2100g100f8_m-0.5_co1.0.spec,t2100g100f8_m-0.5_co1.0.spec,38302.92163886383,1.803054227081882e-22,2100.0,4.0,8,-0.5,xkcd:royal blue,s,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1000g316f8_m-0.5_co1.0.spec,t1000g316f8_m-0.5_co1.0.spec,59586.33166614727,2.3903988184511018e-21,1000.0,4.5,8,-0.5,xkcd:royal blue,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1000g1000f1_m-0.5_co1.0.spec,t1000g1000f1_m-0.5_co1.0.spec,1975.1976016137314,1.1266732716317413e-20,1000.0,5.0,1,-0.5,xkcd:cherry,P,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2100g1000f8_m0.0_co1.0.spec,t2100g1000f8_m0.0_co1.0.spec,35802.99730104477,1.871677950207787e-22,2100.0,5.0,8,0.0,xkcd:royal blue,P,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2300g31f3_m+0.5_co1.0.spec,t2300g31f3_m+0.5_co1.0.spec,37700.68989597415,1.316188073395735e-22,2300.0,3.5,3,0.5,xkcd:robin's egg,o,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1600g316f2_m-0.5_co1.0.spec,t1600g316f2_m-0.5_co1.0.spec,24481.65507476566,7.329871146125527e-22,1600.0,4.5,2,-0.5,xkcd:bright lavender,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1000g100f4_m0.0_co1.0.spec,t1000g100f4_m0.0_co1.0.spec,41767.387670131415,4.237472317270347e-21,1000.0,4.0,4,0.0,xkcd:navy green,s,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2300g1000f8_m0.0_co1.0.spec,t2300g1000f8_m0.0_co1.0.spec,38751.18667463992,1.2451065074042837e-22,2300.0,5.0,8,0.0,xkcd:royal blue,P,0.666
/home/dylan/Research/Models/SonoraDiamondback/t900g316f4_m0.0_co1.0.spec,t900g316f4_m0.0_co1.0.spec,36965.78323898143,8.086631427798602e-21,900.0,4.5,4,0.0,xkcd:navy green,d,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2200g3160f1_m0.0_co1.0.spec,t2200g3160f1_m0.0_co1.0.spec,34776.7603461739,1.6770326040151253e-22,2200.0,5.5,1,0.0,xkcd:cherry,v,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2300g31f2_m+0.5_co1.0.spec,t2300g31f2_m+0.5_co1.0.spec,37705.756192958215,1.3172194717261765e-22,2300.0,3.5,2,0.5,xkcd:bright lavender,o,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1000g31nc_m+0.5_co1.0.spec,t1000g31nc_m+0.5_co1.0.spec,55445.258312527876,2.7773357451342688e-21,1000.0,3.5,nc,0.5,xkcd:faded orange,o,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1100g1000f2_m+0.5_co1.0.spec,t1100g1000f2_m+0.5_co1.0.spec,4911.804268696144,5.6010850278014446e-21,1100.0,5.0,2,0.5,xkcd:bright lavender,P,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1200g100f2_m0.0_co1.0.spec,t1200g100f2_m0.0_co1.0.spec,19121.41291696126,2.7190157704120205e-21,1200.0,4.0,2,0.0,xkcd:bright lavender,s,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1500g3160f8_m+0.5_co1.0.spec,t1500g3160f8_m+0.5_co1.0.spec,15501.93001947487,1.083451096523625e-21,1500.0,5.5,8,0.5,xkcd:royal blue,v,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2400g1000f8_m-0.5_co1.0.spec,t2400g1000f8_m-0.5_co1.0.spec,42570.255391843595,1.0030835002673992e-22,2400.0,5.0,8,-0.5,xkcd:royal blue,P,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2000g100f2_m+0.5_co1.0.spec,t2000g100f2_m+0.5_co1.0.spec,33122.88975519352,2.446385088714681e-22,2000.0,4.0,2,0.5,xkcd:bright lavender,s,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2100g316f8_m0.0_co1.0.spec,t2100g316f8_m0.0_co1.0.spec,35815.266780991056,1.8687253280626015e-22,2100.0,4.5,8,0.0,xkcd:royal blue,d,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2000g316f1_m0.0_co1.0.spec,t2000g316f1_m0.0_co1.0.spec,32609.553076203636,2.4832048098309463e-22,2000.0,4.5,1,0.0,xkcd:cherry,d,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1500g31f4_m-0.5_co1.0.spec,t1500g31f4_m-0.5_co1.0.spec,34657.16284499429,7.698856260897523e-22,1500.0,3.5,4,-0.5,xkcd:navy green,o,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1100g31f1_m0.0_co1.0.spec,t1100g31f1_m0.0_co1.0.spec,4312.787498420812,5.663445582062242e-21,1100.0,3.5,1,0.0,xkcd:cherry,o,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1600g3160nc_m+0.5_co1.0.spec,t1600g3160nc_m+0.5_co1.0.spec,37642.26450859655,5.081114308622441e-22,1600.0,5.5,nc,0.5,xkcd:faded orange,v,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1300g31f3_m0.0_co1.0.spec,t1300g31f3_m0.0_co1.0.spec,21922.192877993617,1.7288959150673287e-21,1300.0,3.5,3,0.0,xkcd:robin's egg,o,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1000g31f1_m0.0_co1.0.spec,t1000g31f1_m0.0_co1.0.spec,12681.48867271775,8.723299067931986e-21,1000.0,3.5,1,0.0,xkcd:cherry,o,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1500g31f8_m0.0_co1.0.spec,t1500g31f8_m0.0_co1.0.spec,23696.818076644864,8.49686578974255e-22,1500.0,3.5,8,0.0,xkcd:royal blue,o,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2400g3160f3_m+0.5_co1.0.spec,t2400g3160f3_m+0.5_co1.0.spec,39687.46526296158,1.0545640293688652e-22,2400.0,5.5,3,0.5,xkcd:robin's egg,v,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1800g3160f3_m0.0_co1.0.spec,t1800g3160f3_m0.0_co1.0.spec,27064.779081356217,4.273604365187206e-22,1800.0,5.5,3,0.0,xkcd:robin's egg,v,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1100g3160f8_m0.0_co1.0.spec,t1100g3160f8_m0.0_co1.0.spec,43584.08708957629,2.4264727751829102e-21,1100.0,5.5,8,0.0,xkcd:royal blue,v,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2000g3160nc_m+0.5_co1.0.spec,t2000g3160nc_m+0.5_co1.0.spec,32311.979016671485,2.311769096966288e-22,2000.0,5.5,nc,0.5,xkcd:faded orange,v,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1600g316nc_m-0.5_co1.0.spec,t1600g316nc_m-0.5_co1.0.spec,47191.443824046975,4.487099126045053e-22,1600.0,4.5,nc,-0.5,xkcd:faded orange,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2400g100f3_m+0.5_co1.0.spec,t2400g100f3_m+0.5_co1.0.spec,40032.012562773656,1.0630165946014538e-22,2400.0,4.0,3,0.5,xkcd:robin's egg,s,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2100g1000nc_m-0.5_co1.0.spec,t2100g1000nc_m-0.5_co1.0.spec,42704.80378128512,1.6589014562568196e-22,2100.0,5.0,nc,-0.5,xkcd:faded orange,P,0.333
/home/dylan/Research/Models/SonoraDiamondback/t900g100f1_m+0.5_co1.0.spec,t900g100f1_m+0.5_co1.0.spec,6315.839239760821,1.903397888376962e-20,900.0,4.0,1,0.5,xkcd:cherry,s,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1100g316f1_m-0.5_co1.0.spec,t1100g316f1_m-0.5_co1.0.spec,3761.5231318865617,5.9725434077728455e-21,1100.0,4.5,1,-0.5,xkcd:cherry,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2000g3160f4_m-0.5_co1.0.spec,t2000g3160f4_m-0.5_co1.0.spec,40158.88755630923,2.242624666076588e-22,2000.0,5.5,4,-0.5,xkcd:navy green,v,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1600g31f4_m+0.5_co1.0.spec,t1600g31f4_m+0.5_co1.0.spec,20298.495698911618,7.456493121591757e-22,1600.0,3.5,4,0.5,xkcd:navy green,o,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1800g316nc_m-0.5_co1.0.spec,t1800g316nc_m-0.5_co1.0.spec,42451.355850092594,3.060364368021389e-22,1800.0,4.5,nc,-0.5,xkcd:faded orange,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2000g3160f1_m0.0_co1.0.spec,t2000g3160f1_m0.0_co1.0.spec,28896.376848724125,2.8223789620946814e-22,2000.0,5.5,1,0.0,xkcd:cherry,v,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1500g100nc_m+0.5_co1.0.spec,t1500g100nc_m+0.5_co1.0.spec,24680.480292501572,7.942720165874958e-22,1500.0,4.0,nc,0.5,xkcd:faded orange,s,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1300g3160f3_m+0.5_co1.0.spec,t1300g3160f3_m+0.5_co1.0.spec,4603.974543477127,2.8176552601264613e-21,1300.0,5.5,3,0.5,xkcd:robin's egg,v,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1600g1000f3_m0.0_co1.0.spec,t1600g1000f3_m0.0_co1.0.spec,20051.66865728556,7.730561120889676e-22,1600.0,5.0,3,0.0,xkcd:robin's egg,P,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2300g3160f1_m0.0_co1.0.spec,t2300g3160f1_m0.0_co1.0.spec,36924.9986952624,1.3929181612367162e-22,2300.0,5.5,1,0.0,xkcd:cherry,v,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1800g100f3_m+0.5_co1.0.spec,t1800g100f3_m+0.5_co1.0.spec,27876.515965264683,4.0671952103622596e-22,1800.0,4.0,3,0.5,xkcd:robin's egg,s,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1100g100f8_m0.0_co1.0.spec,t1100g100f8_m0.0_co1.0.spec,45058.42862698221,2.401599854818769e-21,1100.0,4.0,8,0.0,xkcd:royal blue,s,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1200g100f2_m-0.5_co1.0.spec,t1200g100f2_m-0.5_co1.0.spec,29280.052700691427,2.4196587985109145e-21,1200.0,4.0,2,-0.5,xkcd:bright lavender,s,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2000g3160f2_m0.0_co1.0.spec,t2000g3160f2_m0.0_co1.0.spec,31670.78643195375,2.549493204838922e-22,2000.0,5.5,2,0.0,xkcd:bright lavender,v,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2200g1000f8_m0.0_co1.0.spec,t2200g1000f8_m0.0_co1.0.spec,37282.44745281774,1.5227907946711515e-22,2200.0,5.0,8,0.0,xkcd:royal blue,P,0.666
/home/dylan/Research/Models/SonoraDiamondback/t1300g316f2_m-0.5_co1.0.spec,t1300g316f2_m-0.5_co1.0.spec,13703.945554489912,2.1516938615835452e-21,1300.0,4.5,2,-0.5,xkcd:bright lavender,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2400g100nc_m-0.5_co1.0.spec,t2400g100nc_m-0.5_co1.0.spec,40828.947679758465,1.0318541017169462e-22,2400.0,4.0,nc,-0.5,xkcd:faded orange,s,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1200g31f2_m-0.5_co1.0.spec,t1200g31f2_m-0.5_co1.0.spec,34397.4355313686,2.203447552649315e-21,1200.0,3.5,2,-0.5,xkcd:bright lavender,o,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1300g100f2_m+0.5_co1.0.spec,t1300g100f2_m+0.5_co1.0.spec,2510.985241960929,2.6056638700061904e-21,1300.0,4.0,2,0.5,xkcd:bright lavender,s,1.0
/home/dylan/Research/Models/SonoraDiamondback/t2100g100f2_m-0.5_co1.0.spec,t2100g100f2_m-0.5_co1.0.spec,37787.92297360342,1.8466904905306472e-22,2100.0,4.0,2,-0.5,xkcd:bright lavender,s,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2300g316f2_m-0.5_co1.0.spec,t2300g316f2_m-0.5_co1.0.spec,40680.65805535417,1.223642465484696e-22,2300.0,4.5,2,-0.5,xkcd:bright lavender,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2100g100f8_m+0.5_co1.0.spec,t2100g100f8_m+0.5_co1.0.spec,34993.2493320011,1.9254208508992837e-22,2100.0,4.0,8,0.5,xkcd:royal blue,s,1.0
/home/dylan/Research/Models/SonoraDiamondback/t1800g316f1_m0.0_co1.0.spec,t1800g316f1_m0.0_co1.0.spec,26833.560670237668,4.2295729858342886e-22,1800.0,4.5,1,0.0,xkcd:cherry,d,0.666
/home/dylan/Research/Models/SonoraDiamondback/t2100g316f3_m+0.5_co1.0.spec,t2100g316f3_m+0.5_co1.0.spec,35326.50140729746,1.918851915254626e-22,2100.0,4.5,3,0.5,xkcd:robin's egg,d,1.0
/home/dylan/Research/Models/SonoraDiamondback/t900g316f3_m-0.5_co1.0.spec,t900g316f3_m-0.5_co1.0.spec,39139.6047461316,8.699618422369527e-21,900.0,4.5,3,-0.5,xkcd:robin's egg,d,0.333
/home/dylan/Research/Models/SonoraDiamondback/t1800g31f8_m-0.5_co1.0.spec,t1800g31f8_m-0.5_co1.0.spec,34154.68175580925,3.611671078526473e-22,1800.0,3.5,8,-0.5,xkcd:royal blue,o,0.333
/home/dylan/Research/Models/SonoraDiamondback/t2000g316f8_m0.0_co1.0.spec,t2000g316f8_m0.0_co1.0.spec,34163.4968384806,2.3310014987149364e-22,2000.0,4.5,8,0.0,xkcd:royal blue,d,0.666
